area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Total,County,05097,"Montgomery, AR",1940.4353,0.0000,0.0000,0.7350,0.2336,0.3174,0.0898,0.2036,0.0606
Total,County,05099,"Nevada, AR",1498.3548,0.0000,0.0000,0.8871,0.2849,0.3747,0.1193,0.1942,0.0690
Total,County,05101,"Newton, AR",2028.7040,0.0000,0.0000,0.3782,0.1350,0.2016,0.0580,0.1456,0.0418
Total,County,05103,"Ouachita, AR",1793.1805,0.0000,0.0000,0.8130,0.2938,0.4692,0.1608,0.2859,0.1133
Total,County,05105,"Perry, AR",1373.4305,0.0000,0.0000,0.6412,0.3045,0.3233,0.1201,0.1811,0.0730
Total,County,05107,"Phillips, AR",1817.7230,0.0000,0.0000,0.9708,0.7234,0.8196,0.3501,0.5948,0.2142
Total,County,05109,"Pike, AR",1482.3443,0.0000,0.0000,0.8661,0.3246,0.4448,0.1322,0.3105,0.0986
Total,County,05111,"Poinsett, AR",1930.5341,0.0000,0.0000,0.9923,0.7901,0.8926,0.5008,0.7355,0.3069
Total,County,05113,"Polk, AR",2074.8396,0.0000,0.0000,0.8236,0.3708,0.5064,0.1637,0.3274,0.1181
Total,County,05115,"Pope, AR",2042.0812,0.0000,0.0000,0.7530,0.4711,0.5763,0.3018,0.4292,0.2082
Total,County,05117,"Prairie, AR",1679.1054,0.0000,0.0000,0.9733,0.5354,0.7363,0.3023,0.5066,0.2107
Total,County,05119,"Pulaski, AR",1987.9403,0.0000,0.0000,0.9968,0.8302,0.9474,0.7309,0.8017,0.6318
Total,County,05121,"Randolph, AR",1663.3055,0.0000,0.0000,0.6862,0.3632,0.4727,0.1697,0.3016,0.1123
Total,County,05123,"St. Francis, AR",1615.0632,0.0000,0.0000,0.9918,0.6890,0.8224,0.4461,0.6389,0.3308
Total,County,05125,"Saline, AR",1790.3365,0.0000,0.0000,0.8975,0.5763,0.7321,0.4313,0.5082,0.3428
Total,County,05127,"Scott, AR",2173.2201,0.0000,0.0000,0.7079,0.2569,0.4173,0.1442,0.2377,0.0847
Total,County,05129,"Searcy, AR",1656.4589,0.0000,0.0000,0.6393,0.3061,0.4344,0.1669,0.2907,0.1225
Total,County,05131,"Sebastian, AR",1317.6042,0.0000,0.0000,0.9948,0.8193,0.9088,0.6094,0.6981,0.4601
Total,County,05133,"Sevier, AR",1392.8116,0.0000,0.0000,0.8891,0.3405,0.5382,0.1678,0.3269,0.1231
Total,County,05135,"Sharp, AR",1527.5319,0.0000,0.0000,0.7462,0.2729,0.3158,0.1027,0.2104,0.0697
Total,County,05137,"Stone, AR",1518.7893,0.0000,0.0000,0.6837,0.2721,0.3708,0.1303,0.2389,0.1010
Total,County,05139,"Union, AR",2557.0518,0.0000,0.0000,0.8647,0.3133,0.5056,0.1527,0.3062,0.1148
Total,County,05141,"Van Buren, AR",1791.7058,0.0000,0.0000,0.6989,0.3477,0.5101,0.2322,0.2967,0.1359
Total,County,05143,"Washington, AR",2325.0043,0.0000,0.0000,0.9043,0.6467,0.7454,0.4889,0.5798,0.3789
Total,County,05145,"White, AR",2594.2341,0.0000,0.0000,0.9385,0.5810,0.7844,0.4153,0.5409,0.2949
Total,County,05147,"Woodruff, AR",1486.3469,0.0000,0.0000,0.9646,0.5676,0.7172,0.3166,0.4543,0.2206
Total,County,05149,"Yell, AR",2312.2590,0.0000,0.0000,0.6377,0.2919,0.3503,0.1111,0.2421,0.0778
Total,County,06001,"Alameda, CA",2033.5492,0.0000,0.0000,0.8080,0.6516,0.8015,0.6460,0.7318,0.5434
Total,County,06003,"Alpine, CA",1828.8882,0.0000,0.0000,0.5424,0.1519,0.1954,0.0593,0.1255,0.0278
Total,County,06005,"Amador, CA",1497.9335,0.0000,0.0000,0.8002,0.5190,0.6099,0.3654,0.4916,0.2301
Total,County,06007,"Butte, CA",4247.6384,0.0000,0.0000,0.8071,0.5603,0.6901,0.3997,0.5783,0.2498
Total,County,06009,"Calaveras, CA",2553.3651,0.0000,0.0000,0.8465,0.5269,0.6428,0.3575,0.5339,0.2011
Total,County,06011,"Colusa, CA",2927.5062,0.0000,0.0000,0.7830,0.5513,0.6621,0.3068,0.5448,0.2038
Total,County,06013,"Contra Costa, CA",1998.7895,0.0000,0.0000,0.9291,0.8127,0.8971,0.6881,0.8250,0.5473
Total,County,06015,"Del Norte, CA",3281.7394,0.0000,0.0000,0.4507,0.2236,0.2669,0.1804,0.1029,0.0354
Total,County,06017,"El Dorado, CA",4431.6543,0.0000,0.0000,0.7311,0.4512,0.5673,0.3162,0.4403,0.1999
Total,County,06019,"Fresno, CA",14460.0456,0.0000,0.0000,0.6624,0.5093,0.5906,0.3792,0.5360,0.2475
Total,County,06021,"Glenn, CA",3381.2786,0.0000,0.0000,0.7604,0.4913,0.5610,0.2396,0.4339,0.1567
Total,County,06023,"Humboldt, CA",10647.4304,0.0000,0.0000,0.5336,0.2537,0.2470,0.1231,0.1282,0.0410
Total,County,06025,"Imperial, CA",10131.1958,0.0000,0.0000,0.8817,0.6942,0.7923,0.4804,0.6943,0.2762
Total,County,06027,"Inyo, CA",24150.8463,0.0922,0.0687,0.3579,0.1826,0.2198,0.0892,0.1998,0.0527
Total,County,06029,"Kern, CA",19225.2879,0.0000,0.0000,0.8781,0.6793,0.7710,0.4788,0.7053,0.3370
Total,County,06031,"Kings, CA",3330.0870,0.0000,0.0000,0.9881,0.7897,0.9591,0.5381,0.8597,0.3642
Total,County,06033,"Lake, CA",3379.5933,0.0000,0.0000,0.6044,0.3958,0.4843,0.2540,0.4014,0.1508
Total,County,06035,"Lassen, CA",12018.5436,0.0000,0.0000,0.6644,0.4065,0.4087,0.1351,0.3223,0.0825
Total,County,06037,"Los Angeles, CA",11032.5261,0.0000,0.0000,0.7396,0.5978,0.7049,0.5441,0.6581,0.4646
Total,County,06039,"Madera, CA",5210.4828,0.0000,0.0000,0.8177,0.5980,0.6883,0.4232,0.6057,0.2623
Total,County,06041,"Marin, CA",2077.0516,0.0000,0.0000,0.5406,0.3358,0.4935,0.2577,0.3553,0.1599
Total,County,06043,"Mariposa, CA",3557.8159,0.0000,0.0000,0.7393,0.3318,0.3096,0.0724,0.1729,0.0364
Total,County,06045,"Mendocino, CA",9962.8745,0.0000,0.0000,0.4917,0.2270,0.2665,0.1274,0.1379,0.0459
Total,County,06047,"Merced, CA",4825.2818,0.0000,0.0000,0.9346,0.7957,0.8762,0.5221,0.7599,0.3669
Total,County,06049,"Modoc, CA",10862.3087,0.0000,0.0000,0.7826,0.3831,0.5396,0.2782,0.2641,0.0522
Total,County,06051,"Mono, CA",7590.6813,0.0214,0.0128,0.6719,0.3954,0.4334,0.1592,0.4019,0.1123
Total,County,06053,"Monterey, CA",9149.0756,0.0000,0.0000,0.6094,0.3773,0.5215,0.2847,0.3940,0.1873
Total,County,06055,"Napa, CA",1982.3577,0.0000,0.0000,0.9080,0.5335,0.5905,0.2904,0.4799,0.1951
Total,County,06057,"Nevada, CA",2437.0781,0.0000,0.0000,0.7190,0.4119,0.5504,0.2579,0.3743,0.1225
Total,County,06059,"Orange, CA",2189.3360,0.0000,0.0000,0.8076,0.6963,0.9118,0.7882,0.8641,0.6980
Total,County,06061,"Placer, CA",3744.9917,0.0000,0.0000,0.6930,0.4900,0.5727,0.3740,0.4765,0.2572
Total,County,06063,"Plumas, CA",6602.6624,0.0000,0.0000,0.5436,0.2491,0.2897,0.1137,0.2318,0.0462
Total,County,06065,"Riverside, CA",16663.4962,0.0000,0.0000,0.8047,0.5843,0.6907,0.4259,0.6400,0.3432
Total,County,06067,"Sacramento, CA",2473.4178,0.0000,0.0000,1.0000,0.9776,0.9990,0.8575,0.9633,0.6525
Total,County,06069,"San Benito, CA",3377.8026,0.0000,0.0000,0.5412,0.2341,0.3771,0.1764,0.2754,0.1119
Total,County,06071,"San Bernardino, CA",46367.8932,0.0000,0.0000,0.8274,0.5176,0.5935,0.2639,0.5312,0.2016
Total,County,06073,"San Diego, CA",10317.9504,0.0000,0.0000,0.8167,0.5888,0.7285,0.4684,0.6362,0.3730
Total,County,06075,"San Francisco, CA",579.5394,0.0000,0.0000,0.2039,0.2037,0.5816,0.5707,0.5736,0.5483
Total,County,06077,"San Joaquin, CA",3525.4788,0.0000,0.0000,0.9815,0.9119,0.9610,0.7702,0.8996,0.5445
Total,County,06079,"San Luis Obispo, CA",8635.6850,0.0000,0.0000,0.7366,0.4214,0.5555,0.2575,0.4500,0.1824
Total,County,06081,"San Mateo, CA",1837.3148,0.0000,0.0000,0.5081,0.3812,0.5953,0.4665,0.5398,0.3525
Total,County,06083,"Santa Barbara, CA",8945.4679,0.0000,0.0000,0.4301,0.2642,0.3002,0.1512,0.2540,0.1217
Total,County,06085,"Santa Clara, CA",3207.5853,0.0000,0.0000,0.8224,0.5467,0.6393,0.4511,0.5210,0.3537
Total,County,06087,"Santa Cruz, CA",1494.6682,0.0000,0.0000,0.6153,0.3789,0.6058,0.3340,0.4271,0.2070
Total,County,06089,"Shasta, CA",9933.1707,0.0000,0.0000,0.6648,0.3169,0.4334,0.1841,0.3226,0.1184
Total,County,06091,"Sierra, CA",2412.1143,0.0000,0.0000,0.4071,0.2100,0.2955,0.1096,0.2191,0.0468
Total,County,06093,"Siskiyou, CA",16668.6575,0.0000,0.0000,0.5269,0.2625,0.3247,0.1953,0.2245,0.0545
Total,County,06095,"Solano, CA",2261.6994,0.0000,0.0000,0.9754,0.8224,0.9558,0.6749,0.8228,0.5196
Total,County,06097,"Sonoma, CA",4467.6780,0.0000,0.0000,0.7545,0.4882,0.5913,0.3435,0.4838,0.2150
Total,County,06099,"Stanislaus, CA",3715.8146,0.0000,0.0000,0.8491,0.6988,0.7918,0.5464,0.7000,0.3927
Total,County,06101,"Sutter, CA",1529.8492,0.0000,0.0000,1.0000,0.9319,0.9881,0.7197,0.8539,0.4223
Total,County,06103,"Tehama, CA",7591.6293,0.0000,0.0000,0.6977,0.3428,0.4809,0.2047,0.3589,0.1163
Total,County,06105,"Trinity, CA",8351.3926,0.0000,0.0000,0.3164,0.0817,0.0327,0.0096,0.0217,0.0030
Total,County,06107,"Tulare, CA",11497.3584,0.0000,0.0000,0.5485,0.3944,0.4354,0.2991,0.3804,0.2097
Total,County,06109,"Tuolumne, CA",5563.3467,0.0000,0.0000,0.4802,0.2387,0.2727,0.1170,0.2002,0.0611
Total,County,06111,"Ventura, CA",5162.6618,0.0000,0.0000,0.5395,0.3565,0.4609,0.2877,0.4056,0.2303
Total,County,06113,"Yolo, CA",2564.8464,0.0000,0.0000,0.9584,0.8045,0.9005,0.6706,0.8244,0.4809
Total,County,06115,"Yuba, CA",1617.1699,0.0000,0.0000,0.8673,0.6790,0.7782,0.5572,0.6549,0.3369
Total,County,08001,"Adams, CO",2846.7161,0.5961,0.4363,0.9999,0.9284,0.7525,0.3707,0.6501,0.3363
Total,County,08003,"Alamosa, CO",1683.0027,0.6328,0.4517,0.9862,0.5844,0.6295,0.1192,0.4370,0.0946
Total,County,08005,"Arapahoe, CO",1931.7981,0.3156,0.0893,0.9878,0.7697,0.8232,0.5138,0.7394,0.4079
Total,County,08007,"Archuleta, CO",3134.6952,0.1678,0.1055,0.6389,0.2556,0.4530,0.1099,0.3043,0.0712
Total,County,08009,"Baca, CO",5985.3086,0.1702,0.1178,0.9909,0.8316,0.6308,0.1598,0.4660,0.1102
Total,County,08011,"Bent, CO",3626.5980,0.5121,0.3370,0.9114,0.5768,0.3615,0.0913,0.2678,0.0393
Total,County,08013,"Boulder, CO",1781.5939,0.0000,0.0000,0.7462,0.4833,0.5672,0.3946,0.5075,0.3454
Total,County,08014,"Broomfield, CO",81.1060,0.0000,0.0000,1.0000,1.0000,1.0000,0.9558,0.9987,0.9286
Total,County,08015,"Chaffee, CO",2394.6291,0.0556,0.0187,0.6160,0.3411,0.4104,0.1295,0.3191,0.0907
Total,County,08017,"Cheyenne, CO",4246.1637,0.4856,0.3115,0.9717,0.5736,0.5831,0.1146,0.3843,0.0501
Total,County,08019,"Clear Creek, CO",947.9925,0.0008,0.0000,0.8311,0.4026,0.4578,0.1477,0.3060,0.0778
Total,County,08021,"Conejos, CO",2988.5990,0.4110,0.3473,0.6105,0.3551,0.2398,0.0455,0.1805,0.0438
Total,County,08023,"Costilla, CO",2855.6694,0.6426,0.5104,0.7983,0.3831,0.3983,0.0941,0.2967,0.0788
Total,County,08025,"Crowley, CO",1888.6117,0.8129,0.5920,0.9977,0.7901,0.5965,0.2285,0.4574,0.1189
Total,County,08027,"Custer, CO",1732.6143,0.0033,0.0004,0.8154,0.4489,0.5724,0.2174,0.4853,0.1511
Total,County,08029,"Delta, CO",2710.7319,0.2027,0.1156,0.7198,0.4430,0.5974,0.2408,0.4888,0.1363
Total,County,08031,"Denver, CO",369.6117,0.1029,0.0584,1.0000,0.9829,0.9915,0.9347,0.9692,0.9248
Total,County,08033,"Dolores, CO",2485.7417,0.1987,0.1104,0.5204,0.2066,0.1951,0.0803,0.1634,0.0364
Total,County,08035,"Douglas, CO",2008.2694,0.2334,0.0537,0.9099,0.6910,0.8028,0.5411,0.7203,0.5074
Total,County,08037,"Eagle, CO",4036.6574,0.0043,0.0006,0.4481,0.2013,0.2569,0.0963,0.1812,0.0666
Total,County,08039,"Elbert, CO",4417.3291,0.7453,0.5708,0.9656,0.6910,0.5498,0.2004,0.4030,0.0888
Total,County,08041,"El Paso, CO",5044.2681,0.1702,0.0703,0.9606,0.6590,0.7060,0.4304,0.6401,0.3841
Total,County,08043,"Fremont, CO",3612.0621,0.1230,0.0430,0.7311,0.4053,0.3188,0.1616,0.2771,0.1027
Total,County,08045,"Garfield, CO",7046.2176,0.0567,0.0180,0.4294,0.1782,0.2303,0.0751,0.1635,0.0501
Total,County,08047,"Gilpin, CO",360.7638,0.0000,0.0000,0.8111,0.4453,0.5404,0.2400,0.4336,0.1921
Total,County,08049,"Grand, CO",4493.9058,0.5181,0.4030,0.6519,0.3245,0.1593,0.0443,0.0978,0.0198
Total,County,08051,"Gunnison, CO",7676.4219,0.2499,0.1487,0.3508,0.1532,0.1264,0.0425,0.0856,0.0227
Total,County,08053,"Hinsdale, CO",2616.1433,0.3961,0.2670,0.3272,0.1205,0.0251,0.0000,0.0120,0.0000
Total,County,08055,"Huerfano, CO",3717.7106,0.5164,0.3550,0.8401,0.5143,0.5100,0.1725,0.3684,0.0985
Total,County,08057,"Jackson, CO",3928.5863,0.6442,0.4938,0.6819,0.3420,0.3322,0.1304,0.2275,0.0766
Total,County,08059,"Jefferson, CO",1850.6920,0.0700,0.0109,0.8920,0.6236,0.7445,0.4618,0.6500,0.4074
Total,County,08061,"Kiowa, CO",4233.9452,0.8684,0.6968,0.9955,0.8340,0.5601,0.1262,0.3465,0.0524
Total,County,08063,"Kit Carson, CO",5186.2563,0.5400,0.3704,0.9929,0.7496,0.4130,0.0981,0.3044,0.0741
Total,County,08065,"Lake, CO",910.4941,0.3922,0.2684,0.6886,0.4367,0.4715,0.1462,0.3717,0.1232
Total,County,08067,"La Plata, CO",3933.3262,0.0177,0.0067,0.7915,0.4692,0.5919,0.2335,0.4891,0.1450
Total,County,08069,"Larimer, CO",6391.3654,0.0000,0.0000,0.6135,0.3421,0.4404,0.2684,0.3650,0.2201
Total,County,08071,"Las Animas, CO",11122.0587,0.4043,0.2893,0.7935,0.4368,0.3990,0.1120,0.3244,0.0805
Total,County,08073,"Lincoln, CO",6159.0019,0.7392,0.5552,0.9881,0.7012,0.3108,0.0749,0.1901,0.0326
Total,County,08075,"Logan, CO",4507.8097,0.8324,0.6476,0.9941,0.8100,0.4924,0.1216,0.3027,0.0502
Total,County,08077,"Mesa, CO",7900.7802,0.1754,0.0704,0.6582,0.2939,0.4156,0.1888,0.3263,0.1464
Total,County,08079,"Mineral, CO",2040.2905,0.4711,0.3540,0.5845,0.2542,0.1921,0.0468,0.1155,0.0169
Total,County,08081,"Moffat, CO",11490.9331,0.7205,0.5015,0.6933,0.3357,0.0998,0.0302,0.0763,0.0183
Total,County,08083,"Montezuma, CO",4722.6880,0.1760,0.0711,0.7666,0.4246,0.2994,0.1106,0.2361,0.0554
Total,County,08085,"Montrose, CO",5260.3051,0.2066,0.0699,0.6429,0.3006,0.3013,0.0798,0.2181,0.0540
Total,County,08087,"Morgan, CO",3133.0099,0.9064,0.7623,0.9955,0.8905,0.7245,0.2550,0.5361,0.1188
Total,County,08089,"Otero, CO",2979.5404,0.8063,0.6638,0.9791,0.8381,0.5943,0.2766,0.4933,0.1914
Total,County,08091,"Ouray, CO",1267.4660,0.4911,0.1816,0.7180,0.3469,0.2168,0.0331,0.1142,0.0212
Total,County,08093,"Park, CO",5244.9265,0.5494,0.3694,0.8241,0.5737,0.3723,0.1141,0.2675,0.0589
Total,County,08095,"Phillips, CO",1682.5814,0.9152,0.7693,0.9999,0.8936,0.6195,0.1849,0.3986,0.0788
Total,County,08097,"Pitkin, CO",2309.5204,0.0156,0.0006,0.2986,0.1392,0.1950,0.0701,0.1188,0.0350
Total,County,08099,"Prowers, CO",3880.1333,0.6094,0.4615,0.9871,0.7861,0.6378,0.2184,0.5486,0.1560
Total,County,08101,"Pueblo, CO",5634.8674,0.4942,0.3382,0.9567,0.6565,0.7113,0.3656,0.5751,0.2667
Total,County,08103,"Rio Blanco, CO",7723.7162,0.6199,0.4367,0.6495,0.3010,0.1231,0.0154,0.1007,0.0112
Total,County,08105,"Rio Grande, CO",2120.9752,0.4734,0.3651,0.7577,0.4757,0.3838,0.0711,0.2597,0.0516
Total,County,08107,"Routt, CO",5718.5014,0.5186,0.3748,0.5319,0.2931,0.1777,0.0621,0.1195,0.0321
Total,County,08109,"Saguache, CO",7417.1987,0.2502,0.1650,0.5550,0.2738,0.2430,0.0412,0.1625,0.0116
Total,County,08111,"San Juan, CO",903.7529,0.0268,0.0134,0.2448,0.0900,0.1070,0.0324,0.0730,0.0212
Total,County,08113,"San Miguel, CO",3009.3495,0.0350,0.0151,0.7028,0.3121,0.2497,0.0617,0.1966,0.0368
Total,County,08115,"Sedgwick, CO",1349.2040,0.9279,0.7887,0.9998,0.9267,0.5913,0.1718,0.3729,0.0834
Total,County,08117,"Summit, CO",1478.9736,0.0212,0.0049,0.7837,0.4269,0.4018,0.1761,0.3035,0.1199
Total,County,08119,"Teller, CO",1324.0295,0.4514,0.2505,0.8387,0.4705,0.3856,0.1139,0.2736,0.0795
Total,County,08121,"Washington, CO",6098.0144,0.8604,0.6657,0.9906,0.7922,0.7278,0.2174,0.5057,0.0895
Total,County,08123,"Weld, CO",9752.5255,0.3447,0.2374,0.9855,0.8038,0.8380,0.4787,0.7122,0.3879
Total,County,08125,"Yuma, CO",5741.1479,0.8614,0.6925,0.9911,0.7904,0.4336,0.1064,0.2441,0.0546
Total,County,09001,"Fairfield, CT",2136.7751,0.0000,0.0000,0.7635,0.5819,0.9068,0.6417,0.7808,0.5079
Total,County,09003,"Hartford, CT",1897.1437,0.0000,0.0000,0.9939,0.8468,0.9354,0.7462,0.8671,0.6288
Total,County,09005,"Litchfield, CT",2387.0451,0.0000,0.0000,0.9135,0.5060,0.6739,0.3277,0.5164,0.2317
Total,County,09007,"Middlesex, CT",1118.5258,0.0000,0.0000,0.8705,0.6259,0.8900,0.5737,0.7726,0.4338
Total,County,09009,"New Haven, CT",2196.4986,0.0000,0.0000,0.7145,0.6222,0.9685,0.7555,0.8822,0.5984
Total,County,09011,"New London, CT",1965.3991,0.0000,0.0000,0.8931,0.6590,0.9050,0.5238,0.7445,0.3800
Total,County,09013,"Tolland, CT",1054.3783,0.0000,0.0000,0.9928,0.6953,0.9116,0.5588,0.7632,0.4159
Total,County,09015,"Windham, CT",1318.1309,0.0000,0.0000,0.9928,0.6141,0.8978,0.4696,0.6764,0.3351
Total,County,10001,"Kent, DE",2119.6059,0.0000,0.0000,0.7492,0.6630,0.8262,0.5657,0.7186,0.4486
Total,County,10003,"New Castle, DE",1300.2244,0.0000,0.0000,0.9401,0.8874,0.9588,0.8291,0.9073,0.7449
Total,County,10005,"Sussex, DE",3204.0040,0.0000,0.0000,0.7897,0.6845,0.7430,0.4800,0.6500,0.3933
Total,County,11001,"District of Columbia, DC",182.2252,0.0000,0.0000,1.0000,0.9942,0.9988,0.9803,0.9948,0.9514
Total,County,12001,"Alachua, FL",2702.5160,0.0000,0.0000,1.0000,0.7620,0.9669,0.6563,0.7613,0.4862
Total,County,12003,"Baker, FL",1648.4536,0.0000,0.0000,0.6278,0.2569,0.3631,0.1458,0.2423,0.0978
Total,County,12005,"Bay, FL",3859.8041,0.0000,0.0000,0.5305,0.4314,0.6506,0.4942,0.5741,0.4078
Total,County,12007,"Bradford, FL",842.2387,0.0000,0.0000,0.9991,0.7718,0.9292,0.5613,0.6805,0.3318
Total,County,12009,"Brevard, FL",4485.0579,0.0000,0.0000,0.6686,0.5341,0.8739,0.7091,0.7747,0.6268
Total,County,12011,"Broward, FL",3789.7580,0.0000,0.0000,0.9289,0.7047,0.8542,0.5895,0.7743,0.4963
Total,County,12013,"Calhoun, FL",1524.3719,0.0000,0.0000,0.9804,0.5862,0.7832,0.2902,0.5221,0.1566
Total,County,12015,"Charlotte, FL",2654.1683,0.0000,0.0000,0.7599,0.6468,0.8488,0.5874,0.6214,0.4090
Total,County,12017,"Citrus, FL",2662.9109,0.0000,0.0000,0.6561,0.4965,0.6885,0.4304,0.4958,0.3132
Total,County,12019,"Clay, FL",1815.1950,0.0000,0.0000,0.9796,0.7115,0.8903,0.6192,0.7349,0.5221
Total,County,12021,"Collier, FL",7388.0216,0.0000,0.0000,0.7024,0.3711,0.5711,0.2913,0.3971,0.2116
Total,County,12023,"Columbia, FL",2228.7304,0.0000,0.0000,0.8853,0.5825,0.7056,0.3072,0.4835,0.1813
Total,County,12027,"DeSoto, FL",1797.3938,0.0000,0.0000,1.0000,0.8575,0.9414,0.5462,0.6301,0.2543
Total,County,12029,"Dixie, FL",2860.8307,0.0000,0.0000,0.6254,0.2113,0.2885,0.0918,0.1825,0.0571
Total,County,12031,"Duval, FL",2603.8194,0.0000,0.0000,0.9229,0.8281,0.9802,0.8956,0.9239,0.8411
Total,County,12033,"Escambia, FL",2887.0585,0.0000,0.0000,0.9309,0.6982,0.6077,0.5016,0.5500,0.4673
Total,County,12035,"Flagler, FL",1626.5445,0.0000,0.0000,0.8871,0.6122,0.8627,0.5592,0.6201,0.4361
Total,County,12037,"Franklin, FL",3789.1260,0.0000,0.0000,0.2513,0.0893,0.1415,0.0414,0.0850,0.0195
Total,County,12039,"Gadsden, FL",1416.9328,0.0000,0.0000,0.9996,0.6517,0.8640,0.4257,0.5477,0.2770
Total,County,12041,"Gilchrist, FL",981.8042,0.0000,0.0000,1.0000,0.6823,0.8948,0.4169,0.6114,0.2317
Total,County,12043,"Glades, FL",2813.7471,0.0000,0.0000,0.9991,0.8154,0.9504,0.4720,0.6666,0.2387
Total,County,12045,"Gulf, FL",2102.8580,0.0000,0.0000,0.6470,0.2943,0.5099,0.1734,0.3325,0.0949
Total,County,12047,"Hamilton, FL",1434.2073,0.0000,0.0000,0.9448,0.5018,0.5978,0.1916,0.3278,0.1019
Total,County,12049,"Hardee, FL",1795.2871,0.0000,0.0000,1.0000,0.8131,0.9005,0.4574,0.6580,0.2626
Total,County,12051,"Hendry, FL",3391.6012,0.0000,0.0000,0.9933,0.7574,0.8881,0.4630,0.6717,0.2797
Total,County,12053,"Hernando, FL",1984.9910,0.0000,0.0000,0.6694,0.5585,0.7246,0.5530,0.6102,0.4252
Total,County,12055,"Highlands, FL",3143.5431,0.0000,0.0000,0.9990,0.7977,0.9299,0.5567,0.6740,0.3709
Total,County,12057,"Hillsborough, FL",3705.7027,0.0000,0.0000,0.8086,0.7803,0.9501,0.8355,0.8791,0.6895
Total,County,12059,"Holmes, FL",1286.0045,0.0000,0.0000,0.9997,0.5987,0.6447,0.1953,0.3546,0.1181
Total,County,12061,"Indian River, FL",1781.2779,0.0000,0.0000,0.8290,0.6940,0.9528,0.7310,0.8344,0.5672
Total,County,12063,"Jackson, FL",2535.6693,0.0000,0.0000,0.9917,0.6721,0.8102,0.3382,0.5242,0.1866
Total,County,12065,"Jefferson, FL",1825.6229,0.0000,0.0000,0.8920,0.4100,0.5943,0.2257,0.3245,0.1356
Total,County,12067,"Lafayette, FL",1506.2548,0.0000,0.0000,0.9170,0.3597,0.5213,0.1706,0.2966,0.0981
Total,County,12069,"Lake, FL",3263.9382,0.0000,0.0000,0.9879,0.7875,0.9038,0.6822,0.7594,0.5750
Total,County,12071,"Lee, FL",4245.9531,0.0000,0.0000,0.5443,0.4892,0.7446,0.6361,0.6968,0.5631
Total,County,12073,"Leon, FL",1892.4037,0.0000,0.0000,0.9507,0.6471,0.8257,0.6237,0.7034,0.5318
Total,County,12075,"Levy, FL",4393.6292,0.0000,0.0000,0.6991,0.4364,0.5662,0.2727,0.3664,0.1463
Total,County,12077,"Liberty, FL",2247.9009,0.0000,0.0000,0.6253,0.1935,0.2993,0.0855,0.1536,0.0416
Total,County,12079,"Madison, FL",1959.8165,0.0000,0.0000,0.9802,0.5750,0.6963,0.3034,0.4214,0.1775
Total,County,12081,"Manatee, FL",2679.5535,0.0000,0.0000,0.7940,0.7648,0.9086,0.7352,0.7333,0.5354
Total,County,12083,"Marion, FL",4664.1231,0.0000,0.0000,0.9925,0.6445,0.8217,0.5028,0.5889,0.3748
Total,County,12085,"Martin, FL",2182.4894,0.0000,0.0000,0.8736,0.7374,0.9788,0.6120,0.7612,0.3632
Total,County,12086,"Miami-Dade, FL",6918.2386,0.0000,0.0000,0.8228,0.4961,0.7204,0.4443,0.6039,0.3616
Total,County,12087,"Monroe, FL",15053.5942,0.0000,0.0000,0.1245,0.0441,0.0500,0.0300,0.0432,0.0204
Total,County,12089,"Nassau, FL",2054.2997,0.0000,0.0000,0.9038,0.6018,0.8510,0.5556,0.6639,0.4291
Total,County,12091,"Okaloosa, FL",3234.4451,0.0000,0.0000,0.7136,0.4388,0.6841,0.4558,0.5532,0.3885
Total,County,12093,"Okeechobee, FL",2556.5251,0.0000,0.0000,0.9986,0.7736,0.9558,0.5341,0.7027,0.3000
Total,County,12095,"Orange, FL",2852.6148,0.0000,0.0000,0.9995,0.9008,0.9680,0.8479,0.8741,0.7528
Total,County,12097,"Osceola, FL",4295.5647,0.0000,0.0000,0.9931,0.7134,0.8996,0.5134,0.6568,0.3867
Total,County,12099,"Palm Beach, FL",6902.7547,0.0000,0.0000,0.9208,0.6699,0.9379,0.5721,0.7825,0.4362
Total,County,12101,"Pasco, FL",2816.8017,0.0000,0.0000,0.7466,0.6577,0.7872,0.6460,0.6804,0.5172
Total,County,12103,"Pinellas, FL",2378.6185,0.0000,0.0000,0.3405,0.3338,0.6933,0.6643,0.6828,0.5852
Total,County,12105,"Polk, FL",5669.8378,0.0000,0.0000,0.9990,0.9042,0.9425,0.6919,0.7165,0.4863
Total,County,12107,"Putnam, FL",2336.2749,0.0000,0.0000,0.9928,0.7009,0.9232,0.4914,0.6411,0.2790
Total,County,12109,"St. Johns, FL",2335.4322,0.0000,0.0000,0.8047,0.7035,0.9876,0.8257,0.8893,0.7190
Total,County,12111,"St. Lucie, FL",1992.1536,0.0000,0.0000,0.8354,0.7475,0.9676,0.7880,0.8424,0.5755
Total,County,12113,"Santa Rosa, FL",3150.6004,0.0000,0.0000,0.7589,0.4867,0.7839,0.6362,0.7118,0.5713
